,L,mu,theta,forget_func,jaccard_sim,rbo,kendall_tau
273,1.0,0.09655207,0.08566102,exp,0.33347632432610963,0.3620159450522638,0.3290329659870129
274,1.0,0.09655207,0.08620828,exp,0.3353238442386857,0.3625313225467907,0.32528656065067196
275,1.0,0.09655207,0.08965621,exp,0.35204316918524997,0.3705161536968692,0.3279373833556741
276,1.0,0.09655207,0.09310414,exp,0.37813273651579626,0.38754376843836463,0.3606765411685442
277,1.0,0.1,0.0001,exp,0.18296852304893607,0.25853041690169404,0.16986153230570777
278,1.0,0.1,0.001,exp,0.1870363942488859,0.26181656277035353,0.17625320073435422
279,1.0,0.1,0.01035379,exp,0.1982757547410189,0.27428736368935536,0.19929235906052015
280,1.0,0.1,0.01380172,exp,0.20341364088362662,0.27748735081210685,0.19944989366192664
281,1.0,0.1,0.01724966,exp,0.20762576164114,0.2801614345335685,0.2046950449466987
282,1.0,0.1,0.0179322,exp,0.2086743570151506,0.2801416490890624,0.2046267449579558
283,1.0,0.1,0.02069759,exp,0.2124701469690205,0.28269839136416813,0.20838039330235505
284,1.0,0.1,0.02414552,exp,0.2160994033946222,0.2853599348583426,0.21316216845905608
285,1.0,0.1,0.02759345,exp,0.21797541673644585,0.2875811284157506,0.2198883994027701
286,1.0,0.1,0.03104138,exp,0.22240081955043778,0.2913063745882563,0.22886753760440612
287,1.0,0.1,0.0333333333,exp,0.2251044702204983,0.29312237048328,0.23214702648862356
288,1.0,0.1,0.03448931,exp,0.22560090710271924,0.2923864061066893,0.23059240725636823
